1. newxh  [メリークリスマス！]    [タイトーステーション所沢店@埼玉県@関東] Score: 1763000000 
539. SnowWeln  [Starlight Road God]    [アミューズメントベネクス川崎店@神奈川県@関東] Score: 1375878552 
540. Lunar.  [九尾]    [タイトー新宿南口ゲームワールド@東京都@関東] Score: 1374866469 
541. nagaitoR  [イラストも描けちゃうあなたの彼女?]    [タイトーステーション溝の口店@神奈川県@関東] Score: 1373092611 
542. R-3KAN  [つらい]    [プラサカプコン直方店@福岡県@九州] Score: 1372662628 
543. KATAKURI  [アドリブ村長]    [Ｈｅｙ@東京都@関東] Score: 1371670992 
544. nag.S9  [LINK PERFECT]    [タイトー仙台ベガロポリス店@宮城県@東北] Score: 1371599322 
545. G0R02  [裏表神]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1370482043 
546. HyoJJi!  [上上下下ABAB]    [ARCADE1@Korea@海外] Score: 1370381287 
547. Ti@+4T23  [永遠に紅い幼き月]    [タイトー小田原シティーモール店@神奈川県@関東] Score: 1370364668 
548. JADECAT  [猫神]    [アドアーズ藤沢北口@神奈川県@関東] Score: 1369845508 
549. OZU  [おぜう]    [セガワールド武生@福井県@北陸] Score: 1368492825 
550. !  [THE NINJA WARRIORS]    [タイトーＢＩＧＢＯＸ高田馬場店@東京都@関東] Score: 1367552416 
551. Giravanz  [I love "SPACE INVADERS 2003"]    [Ｇ－ＳＴＡＧＥ小倉@福岡県@九州] Score: 1367032590 
552. HAM  [WARNING!!]    [アミューズメントＣＵＥ奈良三条@奈良県@近畿] Score: 1364330510 
553. KUROTTI  [中級者]    [タイトーステーション大宮店@埼玉県@関東] Score: 1360523760 
554. ASLTO072  [Horizons God]    [ｎａｍｃｏＷシティ南熊本店@熊本県@九州] Score: 1359998001 
555. Takah@C  [はじめてのぐるこす]    [スターダスト@岡山県@中国] Score: 1359614235 
556. Kasu  [I love "Shadow"]    [タイトーイン綾瀬@東京都@関東] Score: 1359297290 
557. MASAKAZU  [不可能を無にする者]    [アミパラテクノランド店@岡山県@中国] Score: 1358499468 
558. prn  [尊い・・・]    [セガワールド小山@栃木県@関東] Score: 1357558579 
559. SU-3*  [OMAKENO Kamisama]    [みらい夢　津志田店@岩手県@東北] Score: 1355245283 
560. Genro!  [ADRENA KING]    [AMAZING TOWN(GANDARIA CITY)@Indonesia@海外] Score: 1353092873 
561. Almina  [「先生は今日も転がります。」]    [ＡＭパークジアス上大岡@神奈川県@関東] Score: 1352808248 
562. 321SUNNY  [練習中]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1352666979 
563. *BIG_G*  [つらい]    [セガビバモール寝屋川@大阪府@近畿] Score: 1351465253 
564. Touya  [THE BLUE MASTER]    [プラサカプコン横須賀店@神奈川県@関東] Score: 1351328219 
565. milk-T  [Ｓ級凡人]    [スポラ九品寺@熊本県@九州] Score: 1350200578 
566. teiramic  [Kick It Out Master]    [モリシア　アミューズパーク@千葉県@関東] Score: 1349648491 
567. RIN@3EX  [第二回天下一音ゲ祭 ファイナリスト]    [ＭＡＸＩＭ　ＨＥＲＯ@北海道@北海道] Score: 1349151068 
568. yositune  [全都道府県完全制覇]    [キッズインタイトーＧＡＺＡ店@愛知県@東海] Score: 1348730859 
569. Minuit  [道なき道の挑戦者]    [ｎａｍｃｏイオンＭＫＹＯＴＯ店@京都府@近畿] Score: 1348505689 
570. Sasanqua  [初代SSS CLASS]    [タイトーステーション大須店@愛知県@東海] Score: 1348472336 
571. SkyFox  [あるいは王という概念へのサクシード]    [TOM'S(KAOHSIUNG LIUHE)@Taiwan@海外] Score: 1347750151 
572. Mallulu*  [超COOL!]    [Ｇ－ＳＴＡＧＥ七隈店@福岡県@九州] Score: 1347526172 
573. Sarari5  [夢の支配者]    [滋賀レジャーランド大津店@滋賀県@近畿] Score: 1346825779 
574. HIYOKU  [初代ELITE]    [ラッキー中央店フェリシダ@千葉県@関東] Score: 1346634792 
575. 43  [わぁーい！]    [パームトップス@神奈川県@関東] Score: 1344832020 
576. Ngsbk  [God of Warrior]    [ビルボードプレイスＧＣ@新潟県@信越] Score: 1344672714 
577. AKIRA  [落ち着きなさNo.1]    [Ｈｅｙ@東京都@関東] Score: 1343687763 
578. Cukr  [わわわわーにん！]    [Ｈｅｙ@東京都@関東] Score: 1341913843 
579. GLFA  [わわわわーにん！]    [ＡＭパーク　ネバーランド２@神奈川県@関東] Score: 1341456974 
580. O_____O  [Pureな乙女(бωб)]    [RED HAT ELEPHANT(JHONGLI SOGO)@Taiwan@海外] Score: 1340093525 
581. seki4ta  [上上下下ABAB]    [楽市楽座　イオンモール今治店@愛媛県@四国] Score: 1339963281 
582. 10430  [トリノコシティ・ゴッド]    [キャッツアイ新札幌店@北海道@北海道] Score: 1339948774 
583. IST-GC4S  [I love でんぱ組.inc]    [セガ弘前@青森県@東北] Score: 1339571459 
584. RELLENA.  [彼女とデートなうって使っていいよ。]    [セガ明石@兵庫県@近畿] Score: 1339191251 
585. REIMU  [五欲の巫女]    [ラウンドワン川崎大師店@神奈川県@関東] Score: 1338053069 
586. BLACK  [金色の異端児]    [ＣＬＵＢＳＥＧＡ新杉田@神奈川県@関東] Score: 1337703000 
587. DHAL  [I love IOSYS]    [Ｈｅｙ@東京都@関東] Score: 1336404700 
588. 1049RX  [Get down everybody!]    [セガワールドＭＥＧＡ@広島県@中国] Score: 1336105262 
589. MELT  [わーい！]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1335391687 
590. Kouhei  [カーナビ大王]    [ビルボードプレイスＧＣ@新潟県@信越] Score: 1335148253 
591. MIYATAKE  [ユメミスト]    [千葉レジャーランド稲毛店@千葉県@関東] Score: 1334255557 
592. ISO  [I BELIEVE EDM]    [タイトーステーション溝の口店@神奈川県@関東] Score: 1334033244 
593. YUKINAGI  [Crystal god]    [ラウンドワンさいたま・上里店@埼玉県@関東] Score: 1333625190 
594. JOTIZAKI  [G.T.]    [プラサカプコン甲府店@山梨県@関東] Score: 1332203407 
595. MORUM0.  [地球割り神]    [ラウンドワン熊本店@熊本県@九州] Score: 1332132163 
596. CAUTION!  [GHOST]    [ＧＲＥＡ@愛知県@東海] Score: 1330215506 
597. HARUHI  [世界を大いに盛り上げる女神]    [X-LAND(TSUEN WAN)@Hong Kong@海外] Score: 1329934026 
598. 0_0  [無理]    [ＣＬＵＢＳＥＧＡ名古屋伏見@愛知県@東海] Score: 1327972528 
599. KATSUKI  [わわわわーにん！]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1327905396 
600. Mogyugyu  [3EX]    [GAMEMASTER(FESTIVAL CITYLINK)@Indonesia@海外] Score: 1326590597 
********************************************************************************************
601. ALPATROS  [行脚神]    [プラサカプコン横須賀店@神奈川県@関東] Score: 1326493340 
602. COTA-D  [しんどい]    [Ｔ／Ｓファボーレ婦中@富山県@北陸] Score: 1326268751 
603. NAKAHITO  [変なTシャツヤロー]    [ラウンドワンモレラ岐阜店@岐阜県@東海] Score: 1325776859 
604. Tsumugi_  [噂の美少女探偵]    [サードプラネットＢｉＶｉ仙台店@宮城県@東北] Score: 1325748522 
605. UMM  [I love "Hello 31337"]    [タイトーステーション国分寺店@東京都@関東] Score: 1324931999 
606. HAYATE  [東方六楽抄]    [四日市アミューズメントパーク@三重県@東海] Score: 1324360191 
607. ZaubeR  [Keep the Fujin]    [ラウンドワン奈良店@奈良県@近畿] Score: 1324156841 
608. GEAR  [Ｓ＋級おでん]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1323794811 
609. GS*9*  [トリノコシティ・マスター]    [セガ徳島スエヒロボウル@徳島県@四国] Score: 1322519499 
610. KANOOPY*  [でんでん神]    [タイトーステーション立川北口店@東京都@関東] Score: 1321603489 
611. GONGA  [薬符「壺中の大銀河」]    [ユーズランド越谷店@埼玉県@関東] Score: 1320540696 
612. Noeleve  [全知全能の神]    [スペースファンタジーインフィニ@青森県@東北] Score: 1320370426 
613. R.EIMU  [永遠の巫女]    [タイトーステーション弥富店@愛知県@東海] Score: 1319734345 
614. FFR-69  [FAIRY]    [ｎａｍｃｏ博多バスターミナル店@福岡県@九州] Score: 1318697922 
615. Lw.nicol  [無理]    [タイトーステーション立川北口店@東京都@関東] Score: 1318461560 
616. GESUKO  [あのね…実はわたし、女神なんだ…?]    [埼玉レジャーランド春日部店@埼玉県@関東] Score: 1317915154 
617. T  [にぼし！にぼし！きんぐ]    [ウェアハウス川崎九龍城@神奈川県@関東] Score: 1317813500 
618. Co-Kichi  [泡はきドラゴン]    [セガワールド北山形@山形県@東北] Score: 1317700982 
619. NGC224  [I love 新生『でんぱ組.inc』]    [ゲームランド松山@長崎県@九州] Score: 1315383079 
620. YSSN  [I am King]    [ポート２４八事店@愛知県@東海] Score: 1315100170 
621. SSKM  [イフリート]    [ユーズランド高崎店@群馬県@関東] Score: 1313943607 
622. Caferia  [あるいは王という概念へのサクシード]    [ゲームランド（岡崎）@愛知県@東海] Score: 1313881611 
623. SABAMISO  [ヘリで来た。]    [セガワールド成田@千葉県@関東] Score: 1313875149 
624. JESUS  [夢現神]    [GAMEZONE(MONG KOK)_h@Hong Kong@海外] Score: 1313285055 
625. nEkO?  [悪ノ女神]    [タイトーステーション青森アムゼ@青森県@東北] Score: 1311272113 
626. SPICA  [Ｎ・Ｅ・Ｍ・Ｕ・Ｇ・Ｏ・Ｄ]    [ROUND1(PUENTE HILLS)@America@海外] Score: 1310953555 
627. #@&+/*=<  [日本勢]    [アピナ伊那店@長野県@信越] Score: 1310794323 
628. TSUBASA  [超COOL!]    [タイトーステーション秋葉原店@東京都@関東] Score: 1310587623 
629. Roku  [ルーキー]    [楽市楽座サンストリート浜北店@静岡県@東海] Score: 1310273328 
630. NOZOMI!  [最高の舞台を目指せ！]    [セガ松江@島根県@中国] Score: 1309867870 
631. sikitoki  [ハローハロー先生]    [タイトーステーション溝の口店@神奈川県@関東] Score: 1309772831 
632. CaPer  [がんばユメちゃん]    [ラウンドワン府中本町駅前店@東京都@関東] Score: 1309651637 
633. Lost@D  [GROOVER]    [アムネット五反田店@東京都@関東] Score: 1308873298 
634. STS  [アドリブ調査員]    [ラウンドワン秋田店@秋田県@東北] Score: 1308213436 
635. KAGE  [お星さまにお願い☆]    [キャロム大宮店@埼玉県@関東] Score: 1306596841 
636. MARISA  [普通の魔法使い]    [タイトーステーション仙台名掛丁@宮城県@東北] Score: 1306544165 
637. TENTAI2  [天体観測神]    [ユーズランド下田店@青森県@東北] Score: 1306495972 
638. Nitro  [Don't stop funky music!]    [VIRTUALAND(NEX)@Singapore@海外] Score: 1305756466 
639. *COCO*  [LINK PERFECT]    [ナムコランド広島店@広島県@中国] Score: 1305496352 
640. TAKAHIRO  [URBAN MASTER]    [ワンダーヴュー成田店@千葉県@関東] Score: 1304975413 
641. A.N.C.B.  [GROOVER]    [タイトーステーション大宮店@埼玉県@関東] Score: 1304708346 
642. Xa_xx  [Starlight Road King]    [TOM'S(KAOHSIUNG LIUHE)@Taiwan@海外] Score: 1304461708 
643. iock  [GROOVER]    [ラウンドワン板橋店@東京都@関東] Score: 1304366150 
644. HIDEO  [北海道勢]    [タイトーステーション立川北口店@東京都@関東] Score: 1303995377 
645. BOY  [I love STG]    [アーバンスクエア大須@愛知県@東海] Score: 1303353490 
646. Triage-X  [エース]    [アミューズメントエース津田沼店@千葉県@関東] Score: 1302024775 
647. sin.  [福島勢]    [セガワールド白河@福島県@東北] Score: 1301893556 
648. F-RAY-A  [超高校級の「ギャル」]    [ARCADE1@Korea@海外] Score: 1301334844 
649. millin  [破壊神]    [ラウンドワン京都伏見店@京都府@近畿] Score: 1301146885 
650. WIND  [I LOVE 鏡音リン]    [ゲームシティプラス川越店@埼玉県@関東] Score: 1300890350 
651. ZoNE  [I love "]-[|/34&lt;#!"]    [ラウンドワン青森店@青森県@東北] Score: 1300558353 
652. N  [ヨルムンガンド]    [ラウンドワンＤＣ東京プラザ店@東京都@関東] Score: 1300428649 
653. FUKAKEN  [ルーキー]    [ラウンドワン浜大津アーカス店@滋賀県@近畿] Score: 1300263935 
654. KAISEN  [LINK TRANCE]    [ソユーゲームフィールド天童店@山形県@東北] Score: 1299479451 
655. HIGAP  [キラリと走る星]    [ディノスパーク帯広店@北海道@北海道] Score: 1298880154 
656. Rotter.  [God hive of Ra]    [タイトーステーション立川北口店@東京都@関東] Score: 1298678814 
657. KOUXT  [MikuRinGod]    [五泉ファミリーボウル@新潟県@信越] Score: 1298220753 
658. tpAZ  [ネトゲ廃神]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1297683929 
659. BASHI  [年中イキっていこう～]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1296489469 
660. Hobble  [Miraculous Master]    [GAMEMASTER(PARIS VANJAVA)@Indonesia@海外] Score: 1294890175 
661. kt_flcl  [星の歌姫]    [タイトーステーション福岡天神店@福岡県@九州] Score: 1294229281 
662. SAKURA  [悲劇の「女王」]    [ゲームファンタジア平塚@神奈川県@関東] Score: 1294202691 
663. TSL  [ヘリで来た。]    [プレイランドエフワンＲ@宮城県@東北] Score: 1293821953 
664. ruruki  [「馬鹿じゃないの？」]    [タイトーイン綾瀬@東京都@関東] Score: 1291513049 
665. GraNX999  [「馬鹿じゃないの？」]    [ユーズランド高岡店@富山県@北陸] Score: 1290739810 
666. ToshiEXE  [神・漆段]    [タイトーアミュプラザおおいた店@大分県@九州] Score: 1288939951 
667. ETHEREUM  [十人の話を同時に聞くことが出来る女神]    [SUPER GENIUS@Taiwan@海外] Score: 1285947896 
668. SiL_VER1  [グルーヴ三百段]    [MOFUN SEOUL@Korea@海外] Score: 1285473408 
669. ACES  [S+級マグロ]    [ゲームシティ国分寺南店@東京都@関東] Score: 1285085725 
670. AnchoR  [世界事情ゴッド]    [ＭＡＸＩＭ　ＨＥＲＯ@北海道@北海道] Score: 1285069893 
671. AT  [裏切り神]    [タイトーあべのアポロ店@大阪府@近畿] Score: 1282590809 
672. SHIV4TY  [青森勢]    [ゲームフェスタミタマ@青森県@東北] Score: 1281947395 
673. SATSUKI  [GCナビゲーター(バイト)]    [スタジオプリモ甲府店@山梨県@関東] Score: 1281739848 
674. NODA  [第二回天下一音ゲ祭 ファイナリスト]    [ソユーフォレストハンター松前店@愛媛県@四国] Score: 1280742484 
675. Miem.  [悪ノ女神]    [ＭＡＸＩＭ　ＨＥＲＯ@北海道@北海道] Score: 1280649970 
676. HL  [LINK LINK KING]    [ＳＵＰＥＲＷＡＶＥ静岡店@静岡県@東海] Score: 1280306117 
677. NAZO-J.I  [GREAT THING]    [ディノスパーク札幌中央店@北海道@北海道] Score: 1280193450 
678. DJ+87GT  [強欲の魔法使い]    [タイトーステーション池袋西口店@東京都@関東] Score: 1280163015 
679. NODOKA  [RinLenGod]    [ＡＭパーク宝島十日町店@新潟県@信越] Score: 1279636320 
680. YKL  [キャッチ・ザ・ハート]    [アミューズファクトリー@愛知県@東海] Score: 1277867128 
681. Rilla  [Ｓ＋級うどん]    [プラサカプコン石巻店@宮城県@東北] Score: 1277353298 
682. CHAOS  [Chaos God]    [プレイロットジョイ@東京都@関東] Score: 1276217312 
683. daichi  [マイナスからのスタート 舐めんな！]    [ラウンドワン千日前店@大阪府@近畿] Score: 1274740636 
684. CHEN.  [労働反対先生]    [タイトーステーション新宿東口店@東京都@関東] Score: 1274393121 
685. Sugi  [例大祭神]    [タイトーステーション柏店@千葉県@関東] Score: 1273759399 
686. uroco@99  [うー！がぉー！]    [タイトーステーション梅三小路店@大阪府@近畿] Score: 1272109405 
687. trip  [東京勢]    [タイトーステーション池袋西口店@東京都@関東] Score: 1271514232 
688. Na-Nya<<  [七福神]    [ゲームハウス　アリババ@岐阜県@東海] Score: 1270549897 
689. AGNES+Y  [α]    [SUPER KING GAME CENTRE@Hong Kong@海外] Score: 1269988386 
690. K_Takuu*  [しんどい]    [モナコ川越店@埼玉県@関東] Score: 1269988130 
691. necco*  [INFINITY]    [タイトーアミュプラザ鹿児島店@鹿児島県@九州] Score: 1269179706 
692. NA2K@WA  [そんなんARIKA]    [ゲームパニック甲府@山梨県@関東] Score: 1267455035 
693. EDAMAME  [グルーヴ皆伝]    [セガワールド旭@千葉県@関東] Score: 1267301411 
694. Lemi.  [I love "ミュージック・リボルバー"]    [ラウンドワン福岡天神店@福岡県@九州] Score: 1267016233 
695. ACHAKURA  [赤ゴーグル☆]    [ソユーゲームフィールド堺鉄砲町@大阪府@近畿] Score: 1266059452 
696. PPPAAYA  [GROOVER]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1263984296 
697. Sibatya  [漆黒の堕天使]    [ｎａｍｃｏ梅田店@大阪府@近畿] Score: 1263483156 
698. kamemo>@  [全都道府県グルメ完食]    [バイパスレジャーランド宇ノ気店@石川県@北陸] Score: 1263449432 
699. PsyK@NI  [Bright God]    [アミューズメントベネクス越谷店@埼玉県@関東] Score: 1263219220 
700. NasKa  [GROOVER]    [Ｈｅｙ@東京都@関東] Score: 1261659707 
********************************************************************************************
701. KOTA-2  [I LOVE ZUNTATA]    [Ｈｅｙ@東京都@関東] Score: 1260945985 
702. KUROBARA  [奇術「エターナルミーク」]    [ビッグバン釧路@北海道@北海道] Score: 1259600203 
703. DENPUN  [I LOVE ZUNTATA]    [四日市アミューズメントパーク@三重県@東海] Score: 1258563123 
704. EMBLYON3  [STORM CAUSER]    [トヤマ　レジャーランド　呉羽店@富山県@北陸] Score: 1258256459 
705. N0Rt1xH.  [Groove faith]    [タイトーステーション広島本通店@広島県@中国] Score: 1255817735 
706. TAKANASI  [Crimson Phoenix King]    [ラウンドワン佐賀店@佐賀県@九州] Score: 1254859219 
707. Ace  [DEVIL]    [ゲームパニック甲府@山梨県@関東] Score: 1253078041 
708. Oriens  [God's Blood]    [ビックバン滝川@北海道@北海道] Score: 1252110440 
709. -----0=0  [もっと愛してー！]    [アミューズメントエース津田沼店@千葉県@関東] Score: 1251648346 
710. F1owery  [お断リンカちゃん]    [アミューズファクトリー@愛知県@東海] Score: 1250654788 
711. IV_Nyxia  [毘沙門天の弟子]    [ＧＡＭＥ　ＣＥＮＴＥＲアクア店@滋賀県@近畿] Score: 1250191889 
712. TAQUOISE  [I LOVE リズムゲーム]    [オークランドシティ津店@三重県@東海] Score: 1249671299 
713. Toki  [でんぱ神]    [ラウンドワン市原店@千葉県@関東] Score: 1249112447 
714. EVA  [マイナスからのスタート 舐めんな！]    [ラウンドワン福岡天神店@福岡県@九州] Score: 1248294063 
715. Yanma  [Ｓ＋級カツ丼]    [セガワールド上田@長野県@信越] Score: 1248137798 
716. 1COY  [しんどい]    [ラウンドワン栃木・樋ノ口店@栃木県@関東] Score: 1247396373 
717. Esuka  [ヴァンパイア姫]    [セガ今市@栃木県@関東] Score: 1247241355 
718. KANATA  [絶望]    [セガワールド米子@鳥取県@中国] Score: 1246747180 
719. 5ub+1e_k  [トラウマキング]    [ハイテクランドセガ渋谷@東京都@関東] Score: 1246284414 
720. Kevin  [I love "蒼空に舞え、墨染の桜"]    [ESLITE WUCHANG@Taiwan@海外] Score: 1245516572 
721. SillyCaa  [がんばユメちゃん]    [タイトーステーション池袋西口店@東京都@関東] Score: 1244682807 
722. LEGACY  [無理]    [ＩＮＴＥＲ　ＰＡＲＫ　＋１@栃木県@関東] Score: 1244514962 
723. ZUNPAPA  [初代ANTHEM]    [タイトーステーション梅三小路店@大阪府@近畿] Score: 1244465273 
724. KRNK  [Don't stop funky music!]    [タイトーＢＩＧＢＯＸ高田馬場店@東京都@関東] Score: 1243573302 
725. MAC  [全都道府県完全制覇]    [ラウンドワン前橋店@群馬県@関東] Score: 1243092742 
726. Rozvaise  [Good Night, Bad God.]    [ビルボードプレイスＧＣ@新潟県@信越] Score: 1242672874 
727. Shiba  [メカクシ団]    [東京レジャーランド秋葉原店@東京都@関東] Score: 1242378199 
728. +_RM13_  [:-) master]    [RED HAT ELEPHANT(JHONGLI SOGO)@Taiwan@海外] Score: 1241316700 
729. shimo*ks  [時空管理官]    [ＣＬＵＢＳＥＧＡ自由ヶ丘@東京都@関東] Score: 1239044203 
730. *SIU-YU*  [秘弾「そして誰もいなくなるか？」]    [GOLD STAR(TSUEN WAN)@Hong Kong@海外] Score: 1238766045 
731. HK-R  [I LOVE ZUNTATA]    [ハイテクランドセガ西中島@大阪府@近畿] Score: 1238305891 
732. Tyome  [ソウカイ・シックスゲイツ]    [ｎａｍｃｏ三宮店@兵庫県@近畿] Score: 1236951565 
733. 273  [Ever…]    [セガワールド大森@東京都@関東] Score: 1236888409 
734. TANJ  [Rebellion God]    [サードプラネットＢ京都二条店@京都府@近畿] Score: 1236763670 
735. Kirby#64  [青龍]    [TOM'S(TAINAN FOCUS)@Taiwan@海外] Score: 1235780435 
736. Patrick  [初PERFECT]    [HA-LA SHENG-HUO GUANG CHANG@Taiwan@海外] Score: 1234400485 
737. KATYO*  [天衣無縫の神霊]    [セガ松山@愛媛県@四国] Score: 1234176100 
738. Tutinoko  [七福神]    [タイトーステーション所沢店@埼玉県@関東] Score: 1233774788 
739. *1-10*/  [がんばユメちゃん]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1230865011 
740. AMAKI  [I love Xenoa]    [ナムコランド広島店@広島県@中国] Score: 1229930289 
741. 5/7  [ﾆｼﾞｵﾀｺﾐｭｼｮｰﾋｷﾆｰﾄ]    [ラウンドワン京都河原町店@京都府@近畿] Score: 1228863779 
742. LDT_JACK  [STARLIGHT GOD]    [TOM'S WORLD(MING YAO)@Taiwan@海外] Score: 1228690357 
743. KENTA*  [□△×○神]    [プラサカプコン甲府店@山梨県@関東] Score: 1227637920 
744. Rz_m4lly  [AUG, 2016 TOP RANKER]    [タイトーフジグラン北島店@徳島県@四国] Score: 1227460199 
745. DEBU-KUN  [カワウソに似ててもいいよね？]    [アピナ富山南店@富山県@北陸] Score: 1226984713 
746. Toul  [玄武]    [スタジオプリモ甲府店@山梨県@関東] Score: 1226489123 
747. Koumei  [はじめてのぐるこす]    [ゲームスポット　アップル@富山県@北陸] Score: 1226424923 
748. ALICE  [閉じた恋の瞳]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1226393170 
749. HATHU  [アンノウン・クイーン]    [タイトーＦステーション燕三条店@新潟県@信越] Score: 1225859702 
750. DBB_HTC  [I love "東方不死鳥"]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1225715319 
751. wahare  [一人じゃないんだ]    [神奈川レジャーランド厚木店@神奈川県@関東] Score: 1225671091 
752. TATAZUN  [山口勢]    [ｎａｍｃｏフジグラン宇部店@山口県@中国] Score: 1225302098 
753. Hiro  [I love "Blue Destiny Blue"]    [セガワールド船堀@東京都@関東] Score: 1224877601 
754. Hap-Dap  [Black King]    [タイトーステーション溝の口店@神奈川県@関東] Score: 1224296544 
755. TRACE  [ろくでなし神]    [キラキラＡｓｏｂｏｘ宇都宮店@栃木県@関東] Score: 1223937338 
756. ODEN2000  [Ｓ＋級おでん]    [タイトーイン綾瀬@東京都@関東] Score: 1223329350 
757. XER0  [ECLIPSES EYE]    [MOFUN GAME CENTER@Korea@海外] Score: 1222682291 
758. SIOTEN  [骸骨神]    [ナムコランド　イーアスつくば店@茨城県@関東] Score: 1221983854 
759. SAY-YEAH  [Starlight Road Master]    [タイトーステーション新宿東口店@東京都@関東] Score: 1220705135 
760. SKYWAVE+  [満月神]    [楽市楽座イオンモール四條畷店@大阪府@近畿] Score: 1220515820 
761. SYUSYOU  [Oh! Jesus!]    [セガ金山@愛知県@東海] Score: 1220151938 
762. ToshiYa  [神出鬼没]    [アピナ松本店@長野県@信越] Score: 1219918176 
763. Virgo  [MAGICIAN]    [セガ小名浜@福島県@東北] Score: 1219873391 
764. DANDANDA  [Tell Your God]    [タイトーステーション池袋西口店@東京都@関東] Score: 1219395741 
765. NINJARA  [魔界帝王]    [トヤマ　レジャーランド　呉羽店@富山県@北陸] Score: 1219033884 
766. wirry  [アドリブ村長]    [ラウンドワン池袋店@東京都@関東] Score: 1218829147 
767. HBK-G.  [Ｓ＋級コーヒー]    [セガ赤羽@東京都@関東] Score: 1217633428 
768. DAN55NTA  [全都道府県完全制覇]    [アドアーズ橋本@神奈川県@関東] Score: 1216467456 
769. ARUSU()  [GOD]    [タイトーステーション秋葉原店@東京都@関東] Score: 1216217182 
770. Tsukasa  [FANTASISTA]    [埼玉レジャーランド川越店@埼玉県@関東] Score: 1213996005 
771. Galette  [I love ロンメイ]    [タイトー横浜西口五番街店@神奈川県@関東] Score: 1213345654 
772. XaxtlLy  [GOD]    [タイトーステーション大宮店@埼玉県@関東] Score: 1210985011 
773. ToshiYa  [Ｓ級中将]    [アピナ松本店@長野県@信越] Score: 1210487609 
774. rm+-rf+/  [ふわっふわ15歳]    [ｎａｍｃｏ王子サンスクエア店@東京都@関東] Score: 1210484898 
775. ITODA  [そんなんARIKA]    [楽市楽座イオンモール扶桑店@愛知県@東海] Score: 1210026357 
776. YAICHI  [僕のカミサマ]    [アピナ松本店@長野県@信越] Score: 1209625884 
777. IM  [ドウニデモ＝ナ＝レ(76)]    [ゲームプラザセントラル浦安店@千葉県@関東] Score: 1209308147 
778. rikuoh*M  [Departure God]    [アミューズファクトリー@愛知県@東海] Score: 1208551322 
779. NANAMI  [I love "The world of spirit"]    [ラウンドワン高知店@高知県@四国] Score: 1207069710 
780. exit.  [踊ってみたら七変化！]    [ジョイランド江守店@福井県@北陸] Score: 1206365967 
781. IB  [INFINITY]    [EX10(MBK)@Thailand@海外] Score: 1205555058 
782. TAKACHAN  [アルカノイドvsインベーダーキング]    [セガワールドサントムーン@静岡県@東海] Score: 1204845271 
783. KotoNe*  [第三回天下一音ゲ祭 ファイナリスト]    [セガワールド龍ヶ崎@茨城県@関東] Score: 1204418623 
784. ASTRAL  [Z神]    [コムテックタワー@愛知県@東海] Score: 1204242370 
785. Bakkun  [ゆっくりしていってね！]    [ROUND1(PUENTE HILLS)@America@海外] Score: 1203875983 
786. Flaxer#  [無名の王]    [DIBEIBAO(GUOBIN)@Taiwan@海外] Score: 1203666851 
787. BLACKFLY  [I love STG]    [タイトーステーション藤沢店@神奈川県@関東] Score: 1202251309 
788. JACK*  [インドネシア勢]    [ナムコランド広島店@広島県@中国] Score: 1202039875 
789. VELGR  [そーなのかー]    [セガワールド八戸Ｒ４５@青森県@東北] Score: 1200341752 
790. step  [キャッチ・ザ・ハート]    [ＳＥＧＡＡＲＥＮＡ中間@福岡県@九州] Score: 1199912348 
791. Phone@J  [Ever Free God]    [ラッキー木更津店@千葉県@関東] Score: 1199106976 
792. Sefia  [ピュアヒューリーズ]    [シルクハット川崎ダイス@神奈川県@関東] Score: 1197947313 
793. Cree_Fry  [I LOVE 初音ミク]    [GAME TOPIA@Korea@海外] Score: 1197093734 
794. PON-05  [GROOVER]    [ラウンドワン富士店@静岡県@東海] Score: 1196660999 
795. HUURAi  [I LOVE バブルン]    [タイトーＢＩＧＢＯＸ高田馬場店@東京都@関東] Score: 1196282153 
796. @ikoP  [I love "Dreamer"]    [タイトーステーション柏店@千葉県@関東] Score: 1194940646 
797. MR  [うー！がぉー！]    [ＣＬＵＢＳＥＧＡ自由ヶ丘@東京都@関東] Score: 1194060694 
798. No7mo  [ドーモ、グルーヴァー=サン…]    [タイトー新宿南口ゲームワールド@東京都@関東] Score: 1193122238 
799. GOMAmugi  [村人A]    [東京レジャーランド秋葉原店@東京都@関東] Score: 1192963584 
800. Taurus  [ニャスニャス！]    [上越レジャーランボウル@新潟県@信越] Score: 1192388367 
********************************************************************************************
801. ALBERT01  [小槌「お前が大きくなあれ」]    [セガワールド府中@東京都@関東] Score: 1191573327 
802. AQUASKY  [I love GUMI]    [ｎａｍｃｏＷシティ南熊本店@熊本県@九州] Score: 1191016444 
